"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"1400000US47157006000","Census Tract 60, Shelby County, Tennessee","772","90","382","77","73","52","390","97","15.7","8.6","10.5","7.6","0.0","35.8","20.8","14.0","13.7","7.3","9.7","8.1","0.0","35.8","17.7","11.8","14.2","6.7","12.0","9.5","0.0","35.8","16.4","10.9","21.8","8.3","31.9","13.9","57.5","40.6","11.8","8.3","10.6","6.8","11.8","9.2","0.0","35.8","11.8","10.0","13.0","6.5","12.8","9.9","28.8","38.0","10.8","7.6","8.9","6.1","8.6","6.6","13.7","21.9","9.2","10.7","0.0","4.4","0.0","8.7","0.0","35.8","0.0","8.6","0.0","4.4","0.0","8.7","0.0","35.8","0.0","8.6","2.1","2.4","2.6","3.8","0.0","35.8","1.5","2.6","26725","2999","28417","4376","-","**","22115","9243","37512","8553","42317","13485","N","N","32513","8924","40.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)"
"1400000US47157006200","Census Tract 62, Shelby County, Tennessee","660","63","286","63","68","34","374","79","14.1","6.3","4.5","5.5","0.0","37.3","24.9","9.7","18.3","6.5","14.0","9.0","13.2","18.1","18.2","8.1","15.5","7.0","16.8","11.1","0.0","37.3","14.4","7.9","12.4","6.0","15.7","8.9","0.0","37.3","9.9","7.9","13.6","5.6","19.2","9.9","64.7","22.2","9.4","5.7","20.0","6.7","21.7","10.8","5.9","10.4","18.7","8.4","3.5","3.2","8.0","7.3","16.2","16.2","0.0","8.9","0.0","5.2","0.0","11.5","0.0","37.3","0.0","8.9","0.0","5.2","0.0","11.5","0.0","37.3","0.0","8.9","2.6","3.1","0.0","11.5","0.0","37.3","4.5","5.5","27604","9890","33500","13210","42083","3077","16912","2882","46444","18310","37917","6167","N","N","52656","32464","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)"
"1400000US47157006300","Census Tract 63, Shelby County, Tennessee","1174","79","461","103","271","77","713","103","4.3","4.0","5.9","7.9","0.0","12.1","3.2","4.3","4.7","4.2","6.3","8.1","0.0","12.1","6.7","6.4","7.8","5.3","0.0","7.3","0.0","12.1","12.9","8.7","11.9","5.8","7.6","6.6","7.4","10.3","12.6","7.7","16.4","8.7","15.6","11.9","0.0","12.1","16.8","10.8","16.7","7.2","15.0","10.5","11.1","8.2","16.8","9.7","11.1","4.7","11.9","8.8","20.3","13.2","10.5","6.1","12.1","4.8","18.2","8.5","28.0","13.4","8.1","5.5","7.4","4.1","7.6","5.3","12.9","9.0","7.3","5.9","7.7","3.8","11.9","7.2","20.3","11.3","4.9","4.0","57841","12361","69750","38564","111625","16369","48413","10097","80756","10039","99146","23246","N","N","67869","12688","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.0","(X)"
"1400000US47157006400","Census Tract 64, Shelby County, Tennessee","726","79","416","79","155","61","310","74","7.7","6.0","9.1","8.8","0.0","20.1","5.8","6.6","5.9","4.5","3.8","5.0","0.0","20.1","8.7","8.1","21.8","8.4","11.8","8.5","20.0","18.9","35.2","15.6","9.5","5.9","4.3","6.5","0.0","20.1","16.5","12.0","16.4","8.0","22.6","12.9","17.4","19.7","8.1","8.7","16.0","7.8","19.2","11.3","22.6","15.8","19.4","14.9","13.5","8.1","13.0","10.0","18.1","24.7","6.5","6.0","6.5","4.6","11.3","8.2","12.3","13.5","0.0","10.7","0.7","1.0","1.2","1.8","0.0","20.1","0.0","10.7","2.1","2.5","3.6","4.2","9.7","10.9","0.0","10.7","38882","8291","45000","28472","63438","28959","27857","14668","55005","16069","70231","26020","N","N","32795","6934","51.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","61.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)"
"1400000US47157006500","Census Tract 65, Shelby County, Tennessee","929","120","558","117","213","91","371","89","11.3","6.2","10.2","7.9","4.2","6.7","12.9","9.9","22.6","8.4","18.1","11.5","0.0","15.1","29.4","12.7","19.3","6.9","17.0","10.0","19.7","19.2","24.5","11.5","9.7","5.1","9.5","7.6","18.8","18.8","8.1","6.2","16.7","8.0","26.2","13.5","25.4","23.0","8.6","9.9","15.3","7.7","10.4","6.7","15.5","14.9","16.4","12.3","0.9","1.2","1.4","2.1","0.0","15.1","0.0","9.0","0.0","3.7","0.0","6.1","0.0","15.1","0.0","9.0","3.0","3.7","5.0","6.1","10.8","15.3","0.0","9.0","1.3","2.0","2.2","3.3","5.6","8.7","0.0","9.0","23244","6648","31083","11078","38836","9186","16979","4485","37986","10695","45643","16810","N","N","24504","5303","47.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","59.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)"
"1400000US47157006600","Census Tract 66, Shelby County, Tennessee","1153","79","333","82","145","59","820","97","18.0","6.2","7.8","7.6","17.9","16.9","22.1","8.7","5.2","3.2","5.4","6.4","0.0","21.2","5.1","3.5","14.1","6.0","15.0","11.1","6.9","11.1","13.7","7.5","12.5","6.1","20.7","15.3","8.3","12.6","11.6","7.5","19.3","7.1","11.7","9.8","0.0","21.2","21.5","8.5","14.0","6.0","10.2","9.6","6.2","9.6","16.3","8.3","5.8","3.9","5.1","6.1","5.5","9.4","4.6","4.2","8.2","4.2","18.6","11.5","42.8","20.3","3.0","2.9","2.3","2.5","5.4","7.8","12.4","16.8","1.0","1.4","0.8","1.3","0.0","10.0","0.0","21.2","1.1","1.8","35250","9689","38958","19327","105042","41139","29032","13357","44165","6139","55436","13606","N","N","38146","6863","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)"
"1400000US47157006700","Census Tract 67, Shelby County, Tennessee","1144","121","727","134","168","76","417","115","15.4","9.1","12.4","10.9","0.0","18.7","20.6","14.9","9.8","6.5","13.2","9.2","9.5","14.0","11.5","13.7","26.0","10.1","19.9","13.7","11.3","13.7","36.5","18.5","13.2","7.8","13.5","9.6","6.5","14.3","12.5","9.6","16.8","9.2","18.3","10.9","0.0","18.7","14.1","15.9","11.5","6.8","12.7","9.4","38.7","22.9","1.9","3.0","4.1","3.6","5.4","5.0","23.2","20.3","1.9","3.1","2.5","2.5","3.4","3.7","5.4","8.6","1.0","2.4","0.0","3.0","0.0","4.7","0.0","18.7","0.0","8.0","0.8","1.3","1.2","2.1","5.4","8.9","0.0","8.0","22354","9915","26083","8528","58000","9951","19161","3905","33425","7014","37116","10154","N","N","23282","5896","41.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.7","(X)"
"1400000US47157006800","Census Tract 68, Shelby County, Tennessee","941","98","426","89","129","55","515","100","27.2","6.9","16.0","8.6","0.0","23.5","39.4","10.5","6.7","4.1","5.9","6.2","0.0","23.5","7.4","5.5","27.0","7.3","23.0","11.0","23.3","21.6","27.4","8.8","13.9","4.9","22.5","8.7","40.3","19.1","10.1","5.8","6.4","3.2","10.1","5.6","8.5","12.5","3.3","3.7","12.2","6.7","8.0","5.4","6.2","9.6","12.4","9.9","3.6","3.0","8.0","6.3","0.0","23.5","0.0","6.6","1.5","1.5","3.3","3.3","10.9","11.0","0.0","6.6","1.5","1.9","3.3","4.2","10.9","13.7","0.0","6.6","0.0","3.6","0.0","7.9","0.0","23.5","0.0","6.6","21377","2494","27037","7303","32917","4180","15665","2430","29510","4950","38980","8753","N","N","20007","5119","45.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.6","(X)"
"1400000US47157006900","Census Tract 69, Shelby County, Tennessee","990","77","672","98","179","84","318","99","16.3","7.5","10.9","6.5","6.7","10.9","30.2","17.5","7.9","6.2","5.7","4.5","4.5","8.8","15.4","16.7","17.0","8.4","23.1","12.0","0.0","17.7","14.2","9.4","10.8","6.2","9.2","7.8","6.7","13.3","11.6","9.9","21.1","10.2","23.8","11.9","33.0","27.2","11.6","12.7","13.2","7.1","13.5","8.0","25.1","18.6","12.6","11.8","3.9","4.5","4.6","6.7","17.3","21.7","2.5","4.6","8.5","5.6","8.2","4.9","6.7","11.3","0.0","10.4","0.6","1.2","0.0","5.1","0.0","17.7","1.9","3.9","0.7","1.4","1.0","2.1","0.0","17.7","0.0","10.4","29534","12334","35253","14772","37436","37251","18278","12601","39640","7388","40209","8450","N","N","27191","11415","58.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","66.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"1400000US47157007000","Census Tract 70, Shelby County, Tennessee","1278","107","672","129","249","90","606","154","12.4","6.2","9.4","6.9","0.0","13.1","15.7","9.8","7.0","5.0","7.7","7.5","0.0","13.1","6.1","5.6","27.2","8.6","24.7","9.9","8.8","8.8","30.0","14.0","16.0","6.9","17.1","9.5","27.3","18.9","14.7","10.5","16.0","7.3","19.9","10.0","26.9","17.7","11.7","9.3","8.1","5.6","4.3","4.2","2.4","4.1","13.9","9.5","4.8","3.4","7.4","6.1","12.0","11.3","1.8","3.1","5.9","4.4","4.3","4.0","11.6","9.8","6.1","7.6","2.1","2.5","4.0","4.9","10.8","12.9","0.0","5.6","0.5","0.9","1.0","1.8","0.0","13.1","0.0","5.6","26341","4061","27331","6794","42550","8921","24236","6694","39467","6606","42584","10502","N","N","35265","8496","43.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)"
"1400000US47157007100","Census Tract 71, Shelby County, Tennessee","1054","89","621","83","480","86","433","110","6.7","4.1","4.3","5.2","0.0","7.0","10.2","7.7","1.9","3.0","0.0","5.5","0.0","7.0","4.6","7.4","6.4","5.7","1.3","1.9","0.0","7.0","13.6","12.8","11.2","5.5","6.8","5.7","1.3","2.2","17.6","11.8","2.8","2.6","3.7","4.0","2.1","2.5","1.6","2.7","14.7","6.4","11.9","7.9","12.1","9.9","18.7","11.7","13.1","6.1","15.5","7.7","11.5","7.8","9.7","10.0","14.4","5.9","11.9","8.4","15.4","10.8","18.0","11.4","6.2","4.9","6.3","7.6","8.1","9.7","6.0","5.3","22.6","7.0","38.3","11.9","49.6","14.6","0.0","7.8","84306","16738","105893","88385","189375","67067","60327","41007","134687","25660","185811","40227","N","N","61365","11981","40.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.3","(X)"
"1400000US47157007200","Census Tract 72, Shelby County, Tennessee","1371","97","626","114","535","114","745","125","6.1","3.4","1.6","2.6","0.0","6.3","9.8","5.9","6.8","4.5","9.6","8.9","9.7","10.3","4.4","3.1","3.5","2.5","0.0","5.4","0.0","6.3","6.4","4.5","3.2","2.3","0.0","5.4","0.0","6.3","5.9","4.2","10.0","3.8","1.6","2.3","0.0","6.3","17.0","6.4","17.3","6.6","18.4","9.8","18.1","11.1","16.4","7.7","13.2","5.3","7.0","5.2","3.4","3.8","18.4","9.3","23.2","5.9","31.6","10.3","35.3","12.2","16.1","7.0","5.9","4.0","9.7","7.9","11.4","9.4","2.7","3.0","10.9","4.9","20.4","9.9","22.1","11.3","2.8","3.0","79291","12692","114722","21991","126528","19639","56027","11825","101700","16021","144135","31776","N","N","66043","9694","22.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.8","(X)"
"1400000US47157007300","Census Tract 73, Shelby County, Tennessee","1508","142","412","118","343","121","1096","146","24.3","7.5","3.4","3.9","4.1","4.8","32.8","10.1","11.9","5.4","0.0","8.1","0.0","9.7","15.8","7.1","17.2","6.5","15.5","14.1","18.7","16.8","17.8","7.6","12.9","5.7","12.1","9.5","7.9","8.6","13.1","6.5","7.6","6.2","0.0","8.1","0.0","9.7","10.5","8.3","5.2","2.9","7.5","7.3","6.4","7.5","4.3","3.7","5.4","3.6","10.0","9.1","12.0","11.1","3.6","3.5","7.6","4.6","22.3","14.6","19.0","18.1","2.1","2.2","0.8","1.0","2.9","3.6","3.5","4.3","0.0","3.1","7.2","4.2","26.2","13.8","28.6","15.8","0.0","3.1","23672","3725","108750","43072","106458","48649","16026","4863","62744","19562","166762","63599","N","N","23364","4205","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)"
"1400000US47157007400","Census Tract 74, Shelby County, Tennessee","1275","102","448","78","316","61","827","118","10.7","5.1","10.3","8.8","3.8","5.9","10.9","7.2","7.1","4.2","1.3","2.2","0.0","10.5","10.3","6.6","16.8","6.1","2.7","2.8","0.0","10.5","24.4","8.9","12.0","3.8","8.5","7.6","5.4","8.3","15.7","5.5","10.9","5.5","10.0","9.8","3.5","4.3","10.4","5.8","19.7","7.3","15.8","11.3","22.5","14.5","20.9","8.1","7.2","3.6","18.8","9.9","18.7","12.3","3.0","2.4","10.4","3.8","20.5","9.4","29.1","13.0","2.9","3.0","2.4","2.1","4.0","4.3","5.7","6.0","1.5","2.3","2.8","2.4","8.0","6.7","11.4","9.0","0.0","4.1","38125","7544","75600","31944","97857","30080","26426","3029","54849","7596","87435","19747","N","N","36417","5741","36.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)"
"1400000US47157007500","Census Tract 75, Shelby County, Tennessee","532","52","305","60","109","49","227","64","10.9","6.0","8.2","7.8","0.0","26.9","14.5","10.0","15.2","8.9","8.5","8.3","0.0","26.9","24.2","15.6","18.2","8.3","12.5","9.1","9.2","14.2","26.0","16.0","16.7","8.0","23.0","11.5","25.7","17.2","8.4","9.3","17.1","7.6","17.0","10.3","22.0","19.2","17.2","13.5","17.1","8.9","22.6","13.7","33.9","22.5","9.7","6.8","2.8","2.3","4.9","4.1","0.0","26.9","0.0","14.3","1.9","2.3","3.3","4.0","9.2","11.0","0.0","14.3","0.0","6.4","0.0","10.8","0.0","26.9","0.0","14.3","0.0","6.4","0.0","10.8","0.0","26.9","0.0","14.3","27344","4716","33917","13102","47054","12754","20433","5071","33188","4660","40476","6873","N","N","23391","4429","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)"
"1400000US47157007810","Census Tract 78.10, Shelby County, Tennessee","935","124","555","118","111","66","380","82","21.8","8.7","20.5","13.7","6.3","10.7","23.7","12.8","10.4","5.8","8.6","7.6","0.0","26.5","12.9","9.8","26.1","9.8","32.8","14.3","59.5","30.2","18.2","11.5","16.0","8.1","20.4","10.2","17.1","22.1","20.3","12.7","14.9","6.3","8.8","6.1","17.1","18.4","21.8","12.9","8.1","5.2","4.3","4.4","0.0","26.5","3.2","5.8","0.9","1.4","1.4","2.3","0.0","26.5","0.0","8.8","0.7","1.1","1.3","2.0","0.0","26.5","0.0","8.8","1.1","1.6","1.8","2.8","0.0","26.5","0.0","8.8","0.0","3.7","0.0","6.1","0.0","26.5","0.0","8.8","20604","4510","20256","4139","18317","6676","21563","10927","27076","3803","26375","5961","N","N","24350","4219","51.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","51.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.4","(X)"
"1400000US47157007821","Census Tract 78.21, Shelby County, Tennessee","2025","245","1285","209","466","162","740","183","19.8","8.2","22.1","11.9","5.6","6.3","23.1","12.7","14.9","8.8","4.0","6.1","0.0","7.2","26.5","16.4","23.0","9.2","24.6","12.9","13.9","12.5","21.6","12.2","6.9","4.5","4.4","4.4","0.0","7.2","11.2","9.5","12.6","5.9","15.6","9.3","25.8","17.7","11.8","8.0","16.0","7.3","20.6","10.7","40.1","19.3","2.2","3.5","2.8","2.5","4.4","3.9","2.4","3.9","0.0","4.6","3.5","3.1","4.4","4.6","12.2","14.1","1.8","2.8","0.0","1.7","0.0","2.7","0.0","7.2","0.0","4.6","0.7","1.1","0.0","2.7","0.0","7.2","1.9","3.0","21523","3378","24566","19046","54583","22513","15174","5843","35298","8858","35316","6262","N","N","33179","22270","51.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.6","(X)"
"1400000US47157007822","Census Tract 78.22, Shelby County, Tennessee","681","70","387","78","68","30","294","93","19.2","10.6","25.8","14.4","16.2","24.8","19.7","15.6","5.1","3.2","1.3","2.0","0.0","37.3","10.2","8.3","25.0","8.4","16.8","9.5","5.9","10.0","28.9","14.6","20.9","9.0","13.2","8.1","7.4","11.0","30.6","16.2","12.0","7.4","14.2","11.2","26.5","24.5","7.1","6.1","11.5","6.7","17.6","10.7","13.2","19.9","3.4","4.1","3.2","2.9","5.7","4.8","25.0","20.5","0.0","11.2","0.6","1.0","1.0","1.7","5.9","9.6","0.0","11.2","2.5","3.9","4.4","6.7","0.0","37.3","0.0","11.2","0.0","5.0","0.0","8.6","0.0","37.3","0.0","11.2","25296","5679","27679","13167","49000","16249","21667","7122","32266","8145","38704","12270","N","N","21427","4860","45.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","53.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)"
"1400000US47157007900","Census Tract 79, Shelby County, Tennessee","2238","216","1355","259","403","155","883","246","17.7","8.1","17.3","11.2","16.9","19.6","18.3","13.9","6.3","4.0","2.9","3.8","3.5","5.7","11.4","9.3","29.1","10.2","26.1","12.8","4.5","7.5","33.6","16.0","13.8","5.6","8.9","5.5","7.4","10.1","21.3","9.8","14.3","6.4","14.5","8.7","17.4","18.3","14.2","10.2","7.9","4.6","13.1","7.6","11.7","12.9","0.0","3.9","2.8","2.8","4.6","4.7","4.5","8.4","0.0","3.9","2.5","2.4","3.3","4.2","8.2","12.0","1.1","1.9","5.7","5.1","9.4","8.1","26.1","23.3","0.0","3.9","0.0","1.5","0.0","2.5","0.0","8.3","0.0","3.9","23426","4557","27958","12375","55250","49435","19081","2935","35977","9237","45715","14095","N","N","20813","4369","42.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)"
"1400000US47157008000","Census Tract 80, Shelby County, Tennessee","2109","191","972","192","348","156","1137","218","4.3","4.1","0.0","3.5","0.0","9.6","7.9","7.3","10.5","6.7","7.8","10.1","3.2","6.1","12.8","8.6","16.1","6.6","10.0","8.5","23.0","19.9","21.4","9.0","25.5","10.0","37.7","14.7","15.2","21.1","15.1","11.1","17.4","8.7","18.6","11.9","14.4","13.4","18.4","12.9","12.7","6.3","14.6","9.6","19.8","20.2","11.0","7.1","4.0","3.0","2.8","3.4","5.5","8.8","3.0","3.5","7.9","4.5","4.9","4.9","13.8","13.1","10.5","8.2","1.7","1.9","3.6","4.1","5.2","8.8","0.0","3.0","0.0","1.6","0.0","3.5","0.0","9.6","0.0","3.0","30703","3930","31661","5694","39527","22376","26839","9770","43142","5426","46651","7992","N","N","39304","7875","46.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.9","(X)"
"1400000US47157008110","Census Tract 81.10, Shelby County, Tennessee","878","74","495","78","115","45","383","84","17.9","5.8","10.7","7.0","0.0","25.8","27.2","10.4","15.1","5.9","2.4","3.6","0.0","25.8","31.6","12.2","22.6","6.6","30.7","9.3","41.7","24.5","12.0","9.0","17.7","6.8","19.0","8.9","27.0","23.0","15.9","10.9","7.7","3.8","11.7","6.1","0.0","25.8","7.3","6.3","8.7","4.0","9.7","6.2","0.0","25.8","4.7","3.8","4.9","3.6","7.1","6.0","13.0","18.5","0.0","8.7","4.9","3.6","8.7","6.4","18.3","18.4","0.0","8.7","0.0","3.9","0.0","6.8","0.0","25.8","0.0","8.7","0.6","1.0","0.0","6.8","0.0","25.8","1.3","2.2","20671","4218","30250","8156","30547","8768","13556","2086","32690","4992","40453","8204","N","N","20625","5418","43.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)"
"1400000US47157008120","Census Tract 81.20, Shelby County, Tennessee","1944","156","1240","144","413","120","704","131","15.3","5.7","12.0","6.1","2.7","3.9","24.6","11.8","13.2","5.9","7.9","6.1","0.0","8.1","22.4","11.3","21.8","6.8","20.1","7.9","8.0","6.4","28.7","14.2","9.7","4.4","6.4","3.6","7.3","6.7","10.2","6.6","10.3","5.2","12.8","7.5","0.0","8.1","6.0","5.9","14.4","5.2","18.1","6.9","40.7","17.4","5.5","4.4","8.1","3.3","11.2","4.8","11.4","8.4","2.6","2.8","5.4","3.4","8.5","5.5","20.8","12.7","0.0","4.8","0.6","0.9","0.9","1.4","2.7","4.3","0.0","4.8","1.4","1.1","2.2","1.8","6.5","5.1","0.0","4.8","24912","4670","38594","12110","69199","8353","15682","2912","44078","8348","55645","12968","N","N","21233","3626","42.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.2","(X)"
"1400000US47157008200","Census Tract 82, Shelby County, Tennessee","1567","136","957","145","201","92","610","163","20.7","6.8","22.8","8.6","10.9","12.1","17.5","10.2","9.4","6.3","9.5","9.4","0.0","15.9","9.3","6.7","26.0","8.6","28.4","10.0","9.0","13.5","24.6","13.4","13.3","5.8","8.8","6.0","21.9","21.6","17.9","10.6","9.8","7.6","7.3","5.8","7.0","11.2","13.8","14.4","10.7","5.0","13.0","6.9","38.3","21.1","7.0","6.7","3.3","3.7","4.1","5.7","6.0","9.5","2.0","3.2","1.7","2.2","1.5","2.2","7.0","10.8","2.1","3.4","5.1","4.3","4.7","4.4","0.0","15.9","5.7","9.0","0.0","2.2","0.0","3.6","0.0","15.9","0.0","5.6","22902","4376","20809","5865","50313","27610","24063","10344","34608","7281","33553","7174","N","N","36056","14486","47.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.4","(X)"
"1400000US47157008500","Census Tract 85, Shelby County, Tennessee","1793","86","1117","97","1031","97","676","99","3.0","2.8","3.2","4.1","3.5","4.4","2.5","2.7","1.7","1.4","1.3","1.5","1.5","1.6","2.4","2.5","4.7","2.5","0.0","3.1","0.0","3.3","12.6","6.5","7.1","3.1","3.0","3.7","0.7","1.1","13.9","6.9","3.5","2.1","1.3","1.5","1.4","1.6","7.1","4.8","16.6","4.8","8.1","5.0","4.6","2.7","30.5","10.8","8.1","2.6","5.8","3.0","6.3","3.2","11.8","5.7","12.5","4.6","14.8","6.6","15.3","6.7","8.7","5.3","4.5","2.2","5.7","3.2","6.2","3.5","2.5","2.9","38.4","4.6","56.8","7.3","60.6","8.7","8.0","4.9","120880","11502","221417","16409","227745","14024","59038","7729","210156","27654","289839","44524","N","N","78255","13095","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.4","(X)"
