OBJECTID,FID_WaterVT,WaterNodeD,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
21,1,0,35135.2,3,-1.000000000000000,2,35191,24808,38592,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,75967456.0000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844,13514.140755282567625,6507868.755877785384655
22,1,0,35135.2,3,-1.000000000000000,2,35191,24808,38592,217,1400000US47157980200,47,157,980200,9802,Tract,15.936000000000000,490492864.0000000,219,1400000US47157980200,47157980200.000000000000000,"Census Tract 9802, Shelby County, Tennessee",0,12,0,0,57883.870604449650273,108897787.724785909056664
23,1,0,35135.2,3,-1.000000000000000,2,35191,24808,38592,218,1400000US47157980300,47,157,980300,9803,Tract,37.552000000000000,1100141184.0000000,220,1400000US47157980300,47157980300.000000000000000,"Census Tract 9803, Shelby County, Tennessee",0,12,0,0,16026.637770912022461,15106612.857219021767378
24,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,22,1400000US47157022111,47,157,022111,221.11,Tract,1.605000000000000,44885872.0000000,203,1400000US47157022111,47157022111.000000000000000,"Census Tract 221.11, Shelby County, Tennessee",5066,658,31725,35282,27696.950208521218883,44885872.180249951779842
25,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,23,1400000US47157022122,47,157,022122,221.22,Tract,1.011000000000000,28202550.0000000,206,1400000US47157022122,47157022122.000000000000000,"Census Tract 221.22, Shelby County, Tennessee",4135,418,34911,48576,12055.513908453191107,3884642.791144125629216
26,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,45808688.0000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962,28950.377549271881435,45808688.408429384231567
27,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,25,1400000US47157022700,47,157,022700,227,Tract,3.191000000000000,89273152.0000000,217,1400000US47157022700,47157022700.000000000000000,"Census Tract 227, Shelby County, Tennessee",6759,741,26465,33178,38831.613897238567006,89273147.655432552099228
28,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,39,1400000US47157007822,47,157,007822,78.22,Tract,0.901000000000000,25005718.0000000,63,1400000US47157007822,47157007822.000000000000000,"Census Tract 78.22, Shelby County, Tennessee",1775,301,22888,28896,25126.903172554040793,25005717.655011229217052
29,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,60,1400000US47157007500,47,157,007500,75,Tract,0.667000000000000,18585752.0000000,60,1400000US47157007500,47157007500.000000000000000,"Census Tract 75, Shelby County, Tennessee",1563,335,22240,29829,14655.644779923264650,12676212.660633221268654
30,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,14321.247539016010705,5561674.784750130027533
31,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,20039.242910879082046,19301234.645946454256773
32,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,119,1400000US47157005300,47,157,005300,53,Tract,2.284000000000000,68989768.0000000,40,1400000US47157005300,47157005300.000000000000000,"Census Tract 53, Shelby County, Tennessee",2895,342,19781,27377,8530.993267022629880,3150060.982669750228524
33,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,120,1400000US47157005500,47,157,005500,55,Tract,1.295000000000000,36476980.0000000,41,1400000US47157005500,47157005500.000000000000000,"Census Tract 55, Shelby County, Tennessee",2078,337,17790,29063,9944.371166538616308,4902197.712159004062414
34,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,121,1400000US47157005600,47,157,005600,56,Tract,1.620000000000000,44867228.0000000,42,1400000US47157005600,47157005600.000000000000000,"Census Tract 56, Shelby County, Tennessee",3590,376,26068,34564,21889.437088215690892,25311592.223610378801823
35,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,53120168.0000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064,17673.334357422598259,10837860.819309683516622
36,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,203,1400000US47157022023,47,157,022023,220.23,Tract,0.554000000000000,15385959.0000000,201,1400000US47157022023,47157022023.000000000000000,"Census Tract 220.23, Shelby County, Tennessee",1821,244,41719,59382,18747.783541206252266,15385959.415750475600362
37,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,27741334.0000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269,22279.622880624781828,25882065.996770311146975
38,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,205,1400000US47157022112,47,157,022112,221.12,Tract,1.271000000000000,35342956.0000000,204,1400000US47157022112,47157022112.000000000000000,"Census Tract 221.12, Shelby County, Tennessee",6386,691,31593,37351,14425.143753211952571,10219833.856124000623822
39,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,206,1400000US47157022121,47,157,022121,221.21,Tract,1.689000000000000,47065204.0000000,205,1400000US47157022121,47157022121.000000000000000,"Census Tract 221.21, Shelby County, Tennessee",4961,501,64115,67950,28404.667514935641520,47065205.963948257267475
40,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,207,1400000US47157022130,47,157,022130,221.30,Tract,1.900000000000000,55323612.0000000,207,1400000US47157022130,47157022130.000000000000000,"Census Tract 221.30, Shelby County, Tennessee",5916,702,45552,56675,25172.707762222078600,35759086.966877162456512
41,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,208,1400000US47157022210,47,157,022210,222.10,Tract,7.586000000000000,221918880.0000000,208,1400000US47157022210,47157022210.000000000000000,"Census Tract 222.10, Shelby County, Tennessee",4578,454,30500,38788,7136.287976677695951,2041127.440049774711952
42,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,75967456.0000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844,34791.547805896370846,63852009.140837274491787
43,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,210,1400000US47157022310,47,157,022310,223.10,Tract,2.533000000000000,70917208.0000000,210,1400000US47157022310,47157022310.000000000000000,"Census Tract 223.10, Shelby County, Tennessee",5891,689,23059,37369,32504.568947081839724,65285036.895828984677792
44,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,211,1400000US47157022322,47,157,022322,223.22,Tract,1.602000000000000,44816076.0000000,212,1400000US47157022322,47157022322.000000000000000,"Census Tract 223.22, Shelby County, Tennessee",3867,438,34674,44066,27940.946962113517657,44816075.881895117461681
45,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,212,1400000US47157022330,47,157,022330,223.30,Tract,1.627000000000000,45233540.0000000,213,1400000US47157022330,47157022330.000000000000000,"Census Tract 223.30, Shelby County, Tennessee",5041,440,33262,40707,27472.299962233937549,43861471.686271823942661
46,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,213,1400000US47157022410,47,157,022410,224.10,Tract,5.048000000000000,143800240.0000000,214,1400000US47157022410,47157022410.000000000000000,"Census Tract 224.10, Shelby County, Tennessee",6916,769,45781,51809,44145.622790433430055,102096845.418064102530479
47,2,0,33035.8571429,3,-1.000000000000000,2,35191,20452,23706,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,168625152.0000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,59476.085732051746163,139398553.455161929130554
48,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,26,1400000US47157000700,47,157,000700,7,Tract,0.964000000000000,26835498.0000000,6,1400000US47157000700,47157000700.000000000000000,"Census Tract 7, Shelby County, Tennessee",4530,748,26009,38673,18641.048423556432681,19317993.596781328320503
49,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,28,1400000US47157001700,47,157,001700,17,Tract,0.635000000000000,17715092.0000000,15,1400000US47157001700,47157001700.000000000000000,"Census Tract 17, Shelby County, Tennessee",3778,278,49747,65162,17065.582250181749259,17715092.607625618577003
50,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,29,1400000US47157002600,47,157,002600,26,Tract,0.462000000000000,12877299.0000000,21,1400000US47157002600,47157002600.000000000000000,"Census Tract 26, Shelby County, Tennessee",2733,230,62536,86810,10818.966578889456287,6298869.221439918503165
51,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,32,1400000US47157003600,47,157,003600,36,Tract,0.468000000000000,13098519.0000000,31,1400000US47157003600,47157003600.000000000000000,"Census Tract 36, Shelby County, Tennessee",1767,330,21146,46524,2382.459564068671625,190551.985398460616125
52,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,47,1400000US47157000100,47,157,000100,1,Tract,1.616000000000000,72285776.0000000,1,1400000US47157000100,47157000100.000000000000000,"Census Tract 1, Shelby County, Tennessee",6502,569,70184,106502,44058.506640355277341,72285778.511672437191010
53,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,48,1400000US47157000300,47,157,000300,3,Tract,1.109000000000000,30970066.0000000,3,1400000US47157000300,47157000300.000000000000000,"Census Tract 3, Shelby County, Tennessee",934,149,22024,31391,26963.110091702830687,30970066.142457671463490
54,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,49,1400000US47157000400,47,157,000400,4,Tract,0.879000000000000,25271346.0000000,4,1400000US47157000400,47157000400.000000000000000,"Census Tract 4, Shelby County, Tennessee",1782,291,19360,24972,21663.437282990555104,25271346.569375362247229
55,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,50,1400000US47157000600,47,157,000600,6,Tract,1.498000000000000,54819752.0000000,5,1400000US47157000600,47157000600.000000000000000,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,22947.155848087979393,35152598.542872101068497
56,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,78,1400000US47157009901,47,157,009901,99.01,Tract,6.754000000000000,205611328.0000000,82,1400000US47157009901,47157009901.000000000000000,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,22828.417642684267776,26677124.633339479565620
57,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,79,1400000US47157009902,47,157,009902,99.02,Tract,1.600000000000000,44962232.0000000,83,1400000US47157009902,47157009902.000000000000000,"Census Tract 99.02, Shelby County, Tennessee",2643,375,25489,48351,15231.348025261244402,12063579.037841763347387
58,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,21391.628042174848815,19529724.961677670478821
59,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,7909.949655798774074,2846088.207609115168452
60,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,94,1400000US47157011200,47,157,011200,112,Tract,0.464000000000000,13013904.0000000,101,1400000US47157011200,47157011200.000000000000000,"Census Tract 112, Shelby County, Tennessee",1647,241,17622,26550,16066.111834197552525,13013904.068912262097001
61,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,95,1400000US47157011300,47,157,011300,113,Tract,0.732000000000000,20581082.0000000,102,1400000US47157011300,47157011300.000000000000000,"Census Tract 113, Shelby County, Tennessee",1387,227,18783,30260,20986.774686394812306,20581080.844879195094109
62,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,96,1400000US47157011400,47,157,011400,114,Tract,1.102000000000000,30763410.0000000,103,1400000US47157011400,47157011400.000000000000000,"Census Tract 114, Shelby County, Tennessee",5646,416,11226,22721,17898.872275224424811,11355658.752655712887645
63,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,12757.837247767309236,7604006.973879559896886
64,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,101,1400000US47157001900,47,157,001900,19,Tract,0.357000000000000,9895025.0000000,16,1400000US47157001900,47157001900.000000000000000,"Census Tract 19, Shelby County, Tennessee",1322,221,25250,29429,13361.672228357441782,9895025.119892293587327
65,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,102,1400000US47157002000,47,157,002000,20,Tract,0.373000000000000,10442031.0000000,17,1400000US47157002000,47157002000.000000000000000,"Census Tract 20, Shelby County, Tennessee",1840,248,22926,28811,14048.083683220047533,10442031.295815000310540
66,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,103,1400000US47157002100,47,157,002100,21,Tract,0.298000000000000,8549448.0000000,18,1400000US47157002100,47157002100.000000000000000,"Census Tract 21, Shelby County, Tennessee",1355,198,17609,49767,12365.445785865984362,8549448.747084116563201
67,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,104,1400000US47157002400,47,157,002400,24,Tract,0.477000000000000,13309610.0000000,19,1400000US47157002400,47157002400.000000000000000,"Census Tract 24, Shelby County, Tennessee",2445,280,19873,32953,15247.024690599700989,13309609.890925725921988
68,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,105,1400000US47157002500,47,157,002500,25,Tract,0.628000000000000,17500530.0000000,20,1400000US47157002500,47157002500.000000000000000,"Census Tract 25, Shelby County, Tennessee",2785,318,31450,56108,16860.262182814210973,15897425.335332348942757
69,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,114,1400000US47157003800,47,157,003800,38,Tract,0.277000000000000,7595320.5000000,33,1400000US47157003800,47157003800.000000000000000,"Census Tract 38, Shelby County, Tennessee",1128,130,15958,23126,8491.958651846547582,3250892.500143882818520
70,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,115,1400000US47157003900,47,157,003900,39,Tract,0.229000000000000,6356709.5000000,34,1400000US47157003900,47157003900.000000000000000,"Census Tract 39, Shelby County, Tennessee",1315,154,10969,23739,10706.397407071319321,6342673.255508407950401
71,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,116,1400000US47157004200,47,157,004200,42,Tract,0.646000000000000,28873128.0000000,35,1400000US47157004200,47157004200.000000000000000,"Census Tract 42, Shelby County, Tennessee",2682,179,59450,82311,21047.017241141573322,24048881.645408332347870
72,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,62427.925892398365249,219764948.123661726713181
73,3,0,36425.2857143,3,3.000000000000000,2,35191,27660,27009,220,1400000US47157000200,47,157,000200,2,Tract,0.408000000000000,11892734.0000000,2,1400000US47157000200,47157000200.000000000000000,"Census Tract 2, Shelby County, Tennessee",893,177,14451,23112,17124.943846944803227,11892733.850474631413817
74,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,29,1400000US47157002600,47,157,002600,26,Tract,0.462000000000000,12877299.0000000,21,1400000US47157002600,47157002600.000000000000000,"Census Tract 26, Shelby County, Tennessee",2733,230,62536,86810,11038.590544018243236,6578430.464565119706094
75,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,31,1400000US47157003200,47,157,003200,32,Tract,0.553000000000000,15410713.0000000,27,1400000US47157003200,47157003200.000000000000000,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,14927.644900466862964,14084848.439656408503652
76,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,32,1400000US47157003600,47,157,003600,36,Tract,0.468000000000000,13098519.0000000,31,1400000US47157003600,47157003600.000000000000000,"Census Tract 36, Shelby County, Tennessee",1767,330,21146,46524,15077.862574677266821,12907966.985538955777884
77,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,33,1400000US47157004500,47,157,004500,45,Tract,0.216000000000000,6041130.0000000,37,1400000US47157004500,47157004500.000000000000000,"Census Tract 45, Shelby County, Tennessee",647,134,21574,25263,9874.390055053212564,6041130.767870256677270
78,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,34,1400000US47157005000,47,157,005000,50,Tract,0.339000000000000,9468120.0000000,39,1400000US47157005000,47157005000.000000000000000,"Census Tract 50, Shelby County, Tennessee",1038,222,14826,20312,4755.186697014869424,792710.081731729325838
79,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,36,1400000US47157006300,47,157,006300,63,Tract,0.467000000000000,12863532.0000000,48,1400000US47157006300,47157006300.000000000000000,"Census Tract 63, Shelby County, Tennessee",2563,300,44261,67468,5819.680022232567353,1101227.554907866753638
80,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,46,1400000US47157011500,47,157,011500,115,Tract,0.922000000000000,25692492.0000000,104,1400000US47157011500,47157011500.000000000000000,"Census Tract 115, Shelby County, Tennessee",2823,501,23415,26618,23039.844809965183231,25449833.343523412942886
81,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,60,1400000US47157007500,47,157,007500,75,Tract,0.667000000000000,18585752.0000000,60,1400000US47157007500,47157007500.000000000000000,"Census Tract 75, Shelby County, Tennessee",1563,335,22240,29829,8137.432983021015389,3949068.880684187635779
82,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,8257.141627728358799,3612293.998660278506577
83,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,96,1400000US47157011400,47,157,011400,114,Tract,1.102000000000000,30763410.0000000,103,1400000US47157011400,47157011400.000000000000000,"Census Tract 114, Shelby County, Tennessee",5646,416,11226,22721,20456.355555393573013,16840311.596341274678707
84,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,97,1400000US47157011600,47,157,011600,116,Tract,0.591000000000000,16412050.0000000,105,1400000US47157011600,47157011600.000000000000000,"Census Tract 116, Shelby County, Tennessee",2449,383,17609,21994,16583.246600140897499,15438224.989877894520760
85,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,10946.976840584129604,7043704.760844322852790
86,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,105,1400000US47157002500,47,157,002500,25,Tract,0.628000000000000,17500530.0000000,20,1400000US47157002500,47157002500.000000000000000,"Census Tract 25, Shelby County, Tennessee",2785,318,31450,56108,6886.326957803227742,1603104.843901603715494
87,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,3173.345296584201606,335062.446914638916496
88,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,110,1400000US47157003300,47,157,003300,33,Tract,0.434000000000000,11911964.0000000,28,1400000US47157003300,47157003300.000000000000000,"Census Tract 33, Shelby County, Tennessee",2585,294,75057,102616,11397.884945720797987,6856562.504292253404856
89,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,111,1400000US47157003400,47,157,003400,34,Tract,0.355000000000000,9965540.0000000,29,1400000US47157003400,47157003400.000000000000000,"Census Tract 34, Shelby County, Tennessee",2397,311,39643,62099,13209.390776560416271,9965539.600382165983319
90,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,112,1400000US47157003500,47,157,003500,35,Tract,0.546000000000000,15376662.0000000,30,1400000US47157003500,47157003500.000000000000000,"Census Tract 35, Shelby County, Tennessee",3305,314,60450,92722,15765.116308848109838,15376662.394673805683851
