( 32,  36,   1,   1)    200
( 36,  32,   1,   1)    200
( 10,  30,   1,   1)    131
( 30,  10,   1,   1)    131
( 34,  11,   1,   1)     87
( 11,  34,   1,   1)     87
( 33,  34,   1,   1)    127
( 34,  33,   1,   1)    127
( 33,  37,   1,   1)     98
( 37,  33,   1,   1)     98
( 11,  39,   1,   1)    120
( 39,  11,   1,   1)    120
( 37,  39,   1,   1)    182
( 39,  37,   1,   1)    182
( 37,  13,   1,   1)    191
( 13,  37,   1,   1)    191
( 13,  45,   1,   1)    180
( 45,  13,   1,   1)    180
( 39,  40,   1,   1)    215
( 40,  39,   1,   1)    215
( 12,  41,   1,   1)    139
( 41,  12,   1,   1)    139
( 12,  49,   1,   1)    144
( 49,  12,   1,   1)    144
( 49,  14,   1,   1)    148
( 14,  49,   1,   1)    148
( 41,  38,   1,   1)     85
( 38,  41,   1,   1)     85
( 38,  12,   1,   1)    148
( 12,  38,   1,   1)    148
( 41,  14,   1,   1)    129
( 14,  41,   1,   1)    129
( 46,  44,   1,   1)     80
( 44,  46,   1,   1)     80
( 43,  45,   1,   1)     70
( 45,  43,   1,   1)     70
( 44,  43,   1,   1)    117
( 43,  44,   1,   1)    117
( 46,  15,   1,   1)    173
( 15,  46,   1,   1)    173
( 45,  46,   1,   1)    105
( 46,  45,   1,   1)    105
( 45,  47,   1,   1)     80
( 47,  45,   1,   1)     80
( 47,  48,   1,   1)    113
( 48,  47,   1,   1)    113
( 48,  46,   1,   1)     91
( 46,  48,   1,   1)     91
( 15,  42,   1,   1)    108
( 42,  15,   1,   1)    108
( 15,  14,   1,   1)    162
( 14,  15,   1,   1)    162
( 10,   1,   2,   2)    206
(  1,  10,   2,   2)    206
(  1,   4,   2,   2)    182
(  4,   1,   2,   2)    182
(  1,   6,   2,   2)    354
(  6,   1,   2,   2)    354
(  6,   2,   2,   2)    108
(  2,   6,   2,   2)    108
(  2,  14,   2,   2)    128
( 14,   2,   2,   2)    128
( 14,   8,   2,   2)    144
(  8,  14,   2,   2)    144
(  8,   9,   2,   2)    116
(  9,   8,   2,   2)    116
(  9,  16,   2,   2)    132
( 16,   9,   2,   2)    132
(  6,   5,   2,   2)    260
(  5,   6,   2,   2)    260
(  5,  11,   2,   2)    282
( 11,   5,   2,   2)    282
( 11,   6,   2,   2)    245
(  6,  11,   2,   2)    245
( 11,   3,   2,   2)    149
(  3,  11,   2,   2)    149
(  3,  12,   2,   2)     93
( 12,   3,   2,   2)     93
( 12,  13,   2,   2)     90
( 13,  12,   2,   2)     90
( 12,   7,   2,   2)    194
(  7,  12,   2,   2)    194
(  7,  14,   2,   2)    108
( 14,   7,   2,   2)    108
( 14,  15,   2,   2)    172
( 15,  14,   2,   2)    172
(  1,  17,   3,   3)    103
( 17,   1,   3,   3)    103
(  1,  47,   3,   3)     97
( 47,   1,   3,   3)     97
(  1,  51,   3,   3)    149
( 51,   1,   3,   3)    149
(  2,  12,   3,   3)    120
( 12,   2,   3,   3)    120
(  2,  13,   3,   3)    148
( 13,   2,   3,   3)    148
(  2,  20,   3,   3)    194
( 20,   2,   3,   3)    194
(  2,  31,   3,   3)    103
( 31,   2,   3,   3)    103
(  2,  50,   3,   3)    124
( 50,   2,   3,   3)    124
(  3,  15,   3,   3)    122
( 15,   3,   3,   3)    122
(  3,  33,   3,   3)     81
( 33,   3,   3,   3)     81
(  3,  48,   3,   3)    128
( 48,   3,   3,   3)    128
(  3,  53,   3,   3)    129
( 53,   3,   3,   3)    129
(  4,  35,   3,   3)    120
( 35,   4,   3,   3)    120
(  4,  36,   3,   3)     92
( 36,   4,   3,   3)     92
(  4,  38,   3,   3)    110
( 38,   4,   3,   3)    110
(  4,  54,   3,   3)    118
( 54,   4,   3,   3)    118
(  5,  11,   3,   3)    223
( 11,   5,   3,   3)    223
(  5,  20,   3,   3)    142
( 20,   5,   3,   3)    142
(  5,  23,   3,   3)    147
( 23,   5,   3,   3)    147
(  5,  25,   3,   3)    183
( 25,   5,   3,   3)    183
(  6,  23,   3,   3)    164
( 23,   6,   3,   3)    164
(  6,  24,   3,   3)    107
( 24,   6,   3,   3)    107
(  6,  37,   3,   3)     99
( 37,   6,   3,   3)     99
(  6,  56,   3,   3)    121
( 56,   6,   3,   3)    121
(  7,  39,   3,   3)    131
( 39,   7,   3,   3)    131
(  7,  41,   3,   3)     61
( 41,   7,   3,   3)     61
(  7,  42,   3,   3)     80
( 42,   7,   3,   3)     80
(  7,  43,   3,   3)     75
( 43,   7,   3,   3)     75
(  7,  44,   3,   3)     60
( 44,   7,   3,   3)     60
(  7,  57,   3,   3)    101
( 57,   7,   3,   3)    101
(  8,  45,   3,   3)    182
( 45,   8,   3,   3)    182
(  8,  59,   3,   3)    184
( 59,   8,   3,   3)    184
(  9,  10,   3,   3)    126
( 10,   9,   3,   3)    126
(  9,  12,   3,   3)    103
( 12,   9,   3,   3)    103
(  9,  46,   3,   3)    186
( 46,   9,   3,   3)    186
( 10,   9,   3,   3)    126
(  9,  10,   3,   3)    126
( 10,  12,   3,   3)    102
( 12,  10,   3,   3)    102
( 11,   5,   3,   3)    223
(  5,  11,   3,   3)    223
( 11,  13,   3,   3)    146
( 13,  11,   3,   3)    146
( 12,   2,   3,   3)    120
(  2,  12,   3,   3)    120
( 12,   9,   3,   3)    103
(  9,  12,   3,   3)    103
( 12,  10,   3,   3)    102
( 10,  12,   3,   3)    102
( 13,   2,   3,   3)    148
(  2,  13,   3,   3)    148
( 13,  11,   3,   3)    146
( 11,  13,   3,   3)    146
( 14,  48,   3,   3)     69
( 48,  14,   3,   3)     69
( 15,   3,   3,   3)    122
(  3,  15,   3,   3)    122
( 15,  27,   3,   3)    115
( 27,  15,   3,   3)    115
( 15,  28,   3,   3)    168
( 28,  15,   3,   3)    168
( 15,  48,   3,   3)    116
( 48,  15,   3,   3)    116
( 16,  53,   3,   3)     56
( 53,  16,   3,   3)     56
( 17,   1,   3,   3)    103
(  1,  17,   3,   3)    103
( 17,  18,   3,   3)    153
( 18,  17,   3,   3)    153
( 18,  17,   3,   3)    153
( 17,  18,   3,   3)    153
( 18,  34,   3,   3)     85
( 34,  18,   3,   3)     85
( 18,  52,   3,   3)    119
( 52,  18,   3,   3)    119
( 19,  21,   3,   3)    124
( 21,  19,   3,   3)    124
( 20,   2,   3,   3)    194
(  2,  20,   3,   3)    194
( 20,   5,   3,   3)    142
(  5,  20,   3,   3)    142
( 21,  19,   3,   3)    124
( 19,  21,   3,   3)    124
( 21,  56,   3,   3)     81
( 56,  21,   3,   3)     81
( 22,  55,   3,   3)     82
( 55,  22,   3,   3)     82
( 23,   5,   3,   3)    147
(  5,  23,   3,   3)    147
( 23,   6,   3,   3)    164
(  6,  23,   3,   3)    164
( 24,   6,   3,   3)    107
(  6,  24,   3,   3)    107
( 24,  58,   3,   3)    161
( 58,  24,   3,   3)    161
( 25,   5,   3,   3)    183
(  5,  25,   3,   3)    183
( 25,  59,   3,   3)    195
( 59,  25,   3,   3)    195
( 26,  46,   3,   3)     48
( 46,  26,   3,   3)     48
( 27,  15,   3,   3)    115
( 15,  27,   3,   3)    115
( 28,  15,   3,   3)    168
( 15,  28,   3,   3)    168
( 28,  47,   3,   3)    121
( 47,  28,   3,   3)    121
( 29,  51,   3,   3)     67
( 51,  29,   3,   3)     67
( 30,  50,   3,   3)     59
( 50,  30,   3,   3)     59
( 31,   2,   3,   3)    103
(  2,  31,   3,   3)    103
( 31,  32,   3,   3)    126
( 32,  31,   3,   3)    126
( 31,  37,   3,   3)    145
( 37,  31,   3,   3)    145
( 32,  31,   3,   3)    126
( 31,  32,   3,   3)    126
( 32,  49,   3,   3)    123
( 49,  32,   3,   3)    123
( 33,   3,   3,   3)     81
(  3,  33,   3,   3)     81
( 33,  35,   3,   3)     92
( 35,  33,   3,   3)     92
( 34,  18,   3,   3)     85
( 18,  34,   3,   3)     85
( 34,  36,   3,   3)     98
( 36,  34,   3,   3)     98
( 35,   4,   3,   3)    120
(  4,  35,   3,   3)    120
( 35,  33,   3,   3)     92
( 33,  35,   3,   3)     92
( 36,   4,   3,   3)     92
(  4,  36,   3,   3)     92
( 36,  34,   3,   3)     98
( 34,  36,   3,   3)     98
( 37,   6,   3,   3)     99
(  6,  37,   3,   3)     99
( 37,  31,   3,   3)    145
( 31,  37,   3,   3)    145
( 38,   4,   3,   3)    110
(  4,  38,   3,   3)    110
( 38,  42,   3,   3)    168
( 42,  38,   3,   3)    168
( 38,  57,   3,   3)    152
( 57,  38,   3,   3)    152
( 39,   7,   3,   3)    131
(  7,  39,   3,   3)    131
( 39,  54,   3,   3)    105
( 54,  39,   3,   3)    105
( 39,  58,   3,   3)    199
( 58,  39,   3,   3)    199
( 40,  57,   3,   3)     61
( 57,  40,   3,   3)     61
( 41,   7,   3,   3)     61
(  7,  41,   3,   3)     61
( 42,   7,   3,   3)     80
(  7,  42,   3,   3)     80
( 42,  38,   3,   3)    168
( 38,  42,   3,   3)    168
( 43,   7,   3,   3)     75
(  7,  43,   3,   3)     75
( 44,   7,   3,   3)     60
(  7,  44,   3,   3)     60
( 44,  45,   3,   3)    168
( 45,  44,   3,   3)    168
( 45,   8,   3,   3)    182
(  8,  45,   3,   3)    182
( 45,  44,   3,   3)    168
( 44,  45,   3,   3)    168
( 46,   9,   3,   3)    186
(  9,  46,   3,   3)    186
( 46,  26,   3,   3)     48
( 26,  46,   3,   3)     48
( 46,  47,   3,   3)    178
( 47,  46,   3,   3)    178
( 47,   1,   3,   3)     97
(  1,  47,   3,   3)     97
( 47,  28,   3,   3)    121
( 28,  47,   3,   3)    121
( 47,  46,   3,   3)    178
( 46,  47,   3,   3)    178
( 48,  14,   3,   3)     69
( 14,  48,   3,   3)     69
( 48,  15,   3,   3)    116
( 15,  48,   3,   3)    116
( 48,  49,   3,   3)     50
( 49,  48,   3,   3)     50
( 49,   3,   3,   3)    135
(  3,  49,   3,   3)    135
( 49,  32,   3,   3)    123
( 32,  49,   3,   3)    123
( 49,  48,   3,   3)     50
( 48,  49,   3,   3)     50
( 49,  50,   3,   3)     61
( 50,  49,   3,   3)     61
( 50,   2,   3,   3)    124
(  2,  50,   3,   3)    124
( 50,  30,   3,   3)     59
( 30,  50,   3,   3)     59
( 50,  49,   3,   3)     61
( 49,  50,   3,   3)     61
( 51,   1,   3,   3)    149
(  1,  51,   3,   3)    149
( 51,  29,   3,   3)     67
( 29,  51,   3,   3)     67
( 51,  52,   3,   3)     85
( 52,  51,   3,   3)     85
( 52,  18,   3,   3)    119
( 18,  52,   3,   3)    119
( 52,  51,   3,   3)     85
( 51,  52,   3,   3)     85
( 52,  53,   3,   3)     67
( 53,  52,   3,   3)     67
( 53,   3,   3,   3)    129
(  3,  53,   3,   3)    129
( 53,  16,   3,   3)     56
( 16,  53,   3,   3)     56
( 53,  52,   3,   3)     67
( 52,  53,   3,   3)     67
( 54,   4,   3,   3)    118
(  4,  54,   3,   3)    118
( 54,  39,   3,   3)    105
( 39,  54,   3,   3)    105
( 54,  55,   3,   3)     55
( 55,  54,   3,   3)     55
( 55,  22,   3,   3)     82
( 22,  55,   3,   3)     82
( 55,  54,   3,   3)     55
( 54,  55,   3,   3)     55
( 55,  56,   3,   3)     83
( 56,  55,   3,   3)     83
( 56,   6,   3,   3)    121
(  6,  56,   3,   3)    121
( 56,  21,   3,   3)     81
( 21,  56,   3,   3)     81
( 56,  55,   3,   3)     83
( 55,  56,   3,   3)     83
( 57,   7,   3,   3)    101
(  7,  57,   3,   3)    101
( 57,  38,   3,   3)    152
( 38,  57,   3,   3)    152
( 57,  40,   3,   3)     61
( 40,  57,   3,   3)     61
( 58,  24,   3,   3)    161
( 24,  58,   3,   3)    161
( 58,  39,   3,   3)    199
( 39,  58,   3,   3)    199
( 58,  59,   3,   3)     88
( 59,  58,   3,   3)     88
( 59,   8,   3,   3)    184
(  8,  59,   3,   3)    184
( 59,  25,   3,   3)    195
( 25,  59,   3,   3)    195
( 59,  58,   3,   3)     88
( 58,  59,   3,   3)     88
(  8,  60,   3,   3)    205
( 60,   8,   3,   3)    205
( 59,  60,   3,   3)    246
( 60,  59,   3,   3)    246
]
f:[
( 17,   1,   1)  30773
(  1,  17,   1)  30773
(  1,  16,   1)  36434
( 16,   1,   1)  36434
(  1,   4,   1)  22538
(  4,   1,   1)  22538
(  2,   3,   1)  37133
(  3,   2,   1)  37133
( 16,   2,   1)  29869
(  2,  16,   1)  29869
(  3,  21,   1)  32598
( 21,   3,   1)  32598
( 21,  20,   1)  35696
( 20,  21,   1)  35696
( 18,  16,   1)  11290
( 16,  18,   1)  11290
( 18,  19,   1)  18728
( 19,  18,   1)  18728
(  4,  18,   1)  21743
( 18,   4,   1)  21743
(  4,  26,   1)  63399
( 26,   4,   1)  63399
( 19,  20,   1)  14822
( 20,  19,   1)  14822
( 19,  23,   1)  16958
( 23,  19,   1)  16958
( 20,   2,   1)  21000
(  2,  20,   1)  21000
( 25,   4,   1)  17756
(  4,  25,   1)  17756
(  5,  20,   1)  13024
( 20,   5,   1)  13024
( 23,   5,   1)  14801
(  5,  23,   1)  14801
( 23,   6,   1)  18215
(  6,  23,   1)  18215
(  6,  18,   1)  22377
( 18,   6,   1)  22377
(  6,  25,   1)  22586
( 25,   6,   1)  22586
(  6,  27,   1)  27935
( 27,   6,   1)  27935
( 26,  28,   1)  15539
( 28,  26,   1)  15539
( 26,  30,   1)  15000
( 30,  26,   1)  15000
( 28,  10,   1)  28033
( 10,  28,   1)  28033
( 27,   5,   1)  10953
(  5,  27,   1)  10953
( 27,   8,   1)   9220
(  8,  27,   1)   9220
( 31,   6,   1)  14046
(  6,  31,   1)  14046
( 31,   9,   1)  31004
(  9,  31,   1)  31004
( 31,  11,   1)  38071
( 11,  31,   1)  38071
(  8,  31,   1)  23739
( 31,   8,   1)  23739
(  8,  34,   1)  31112
( 34,   8,   1)  31112
( 29,  22,   1)  20228
( 22,  29,   1)  20228
( 22,   5,   1)  13923
(  5,  22,   1)  13923
( 29,   8,   1)   4990
(  8,  29,   1)   4990
( 29,  33,   1)  30213
( 33,  29,   1)  30213
(  7,  24,   1)  25670
( 24,   7,   1)  25670
( 24,  26,   1)  30235
( 26,  24,   1)  30235
(  7,  30,   1)  34185
( 30,   7,   1)  34185
(  7,  32,   1)  15237
( 32,   7,   1)  15237
(  9,  25,   1)  40263
( 25,   9,   1)  40263
(  9,  28,   1)  29391
( 28,   9,   1)  29391
(  9,  10,   1)  28421
( 10,   9,   1)  28421
(  9,  35,   1)  17440
( 35,   9,   1)  17440
( 35,  11,   1)  37228
( 11,  35,   1)  37228
( 32,  10,   1)  34127
( 10,  32,   1)  34127
( 32,  36,   1)  40121
( 36,  32,   1)  40121
( 10,  30,   1)  17253
( 30,  10,   1)  17253
( 34,  11,   1)   7586
( 11,  34,   1)   7586
( 33,  34,   1)  16176
( 34,  33,   1)  16176
( 33,  37,   1)   9662
( 37,  33,   1)   9662
( 11,  39,   1)  14453
( 39,  11,   1)  14453
( 37,  39,   1)  33142
( 39,  37,   1)  33142
( 37,  13,   1)  36574
( 13,  37,   1)  36574
( 13,  45,   1)  32579
( 45,  13,   1)  32579
( 39,  40,   1)  46051
( 40,  39,   1)  46051
( 12,  41,   1)  19410
( 41,  12,   1)  19410
( 12,  49,   1)  20840
( 49,  12,   1)  20840
( 49,  14,   1)  21807
( 14,  49,   1)  21807
( 41,  38,   1)   7142
( 38,  41,   1)   7142
( 38,  12,   1)  21856
( 12,  38,   1)  21856
( 41,  14,   1)  16592
( 14,  41,   1)  16592
( 46,  44,   1)   6365
( 44,  46,   1)   6365
( 43,  45,   1)   4928
( 45,  43,   1)   4928
( 44,  43,   1)  13732
( 43,  44,   1)  13732
( 46,  15,   1)  29826
( 15,  46,   1)  29826
( 45,  46,   1)  10983
( 46,  45,   1)  10983
( 45,  47,   1)   6348
( 47,  45,   1)   6348
( 47,  48,   1)  12817
( 48,  47,   1)  12817
( 48,  46,   1)   8360
( 46,  48,   1)   8360
( 15,  42,   1)  11643
( 42,  15,   1)  11643
( 15,  14,   1)  26095
( 14,  15,   1)  26095
( 10,   1,   2)  42289
(  1,  10,   2)  42289
(  1,   4,   2)  32961
(  4,   1,   2)  32961
(  1,   6,   2) 125275
(  6,   1,   2) 125275
(  6,   2,   2)  11615
(  2,   6,   2)  11615
(  2,  14,   2)  16476
( 14,   2,   2)  16476
( 14,   8,   2)  20665
(  8,  14,   2)  20665
(  8,   9,   2)  13493
(  9,   8,   2)  13493
(  9,  16,   2)  17532
( 16,   9,   2)  17532
(  6,   5,   2)  67615
(  5,   6,   2)  67615
(  5,  11,   2)  79335
( 11,   5,   2)  79335
( 11,   6,   2)  60110
(  6,  11,   2)  60110
( 11,   3,   2)  22315
(  3,  11,   2)  22315
(  3,  12,   2)   8655
( 12,   3,   2)   8655
( 12,  13,   2)   8116
( 13,  12,   2)   8116
( 12,   7,   2)  37598
(  7,  12,   2)  37598
(  7,  14,   2)  11569
( 14,   7,   2)  11569
( 14,  15,   2)  29463
( 15,  14,   2)  29463
(  1,  17,   3)  10607
( 17,   1,   3)  10607
(  1,  47,   3)   9505
( 47,   1,   3)   9505
(  1,  51,   3)  22148
( 51,   1,   3)  22148
(  2,  12,   3)  14389
( 12,   2,   3)  14389
(  2,  13,   3)  21923
( 13,   2,   3)  21923
(  2,  20,   3)  37770
( 20,   2,   3)  37770
(  2,  31,   3)  10592
( 31,   2,   3)  10592
(  2,  50,   3)  15424
( 50,   2,   3)  15424
(  3,  15,   3)  14811
( 15,   3,   3)  14811
(  3,  33,   3)   6540
( 33,   3,   3)   6540
(  3,  48,   3)  16337
( 48,   3,   3)  16337
(  3,  53,   3)  16658
( 53,   3,   3)  16658
(  4,  35,   3)  14477
( 35,   4,   3)  14477
(  4,  36,   3)   8470
( 36,   4,   3)   8470
(  4,  38,   3)  12122
( 38,   4,   3)  12122
(  4,  54,   3)  13960
( 54,   4,   3)  13960
(  5,  11,   3)  49765
( 11,   5,   3)  49765
(  5,  20,   3)  20032
( 20,   5,   3)  20032
(  5,  23,   3)  21747
( 23,   5,   3)  21747
(  5,  25,   3)  33428
( 25,   5,   3)  33428
(  6,  23,   3)  26792
( 23,   6,   3)  26792
(  6,  24,   3)  11464
( 24,   6,   3)  11464
(  6,  37,   3)   9866
( 37,   6,   3)   9866
(  6,  56,   3)  14705
( 56,   6,   3)  14705
(  7,  39,   3)  17256
( 39,   7,   3)  17256
(  7,  41,   3)   3776
( 41,   7,   3)   3776
(  7,  42,   3)   6325
( 42,   7,   3)   6325
(  7,  43,   3)   5584
( 43,   7,   3)   5584
(  7,  44,   3)   3630
( 44,   7,   3)   3630
(  7,  57,   3)  10107
( 57,   7,   3)  10107
(  8,  45,   3)  33284
( 45,   8,   3)  33284
(  8,  59,   3)  33845
( 59,   8,   3)  33845
(  9,  10,   3)  15998
( 10,   9,   3)  15998
(  9,  12,   3)  10619
( 12,   9,   3)  10619
(  9,  46,   3)  34662
( 46,   9,   3)  34662
( 10,   9,   3)  15998
(  9,  10,   3)  15998
( 10,  12,   3)  10322
( 12,  10,   3)  10322
( 11,   5,   3)  49765
(  5,  11,   3)  49765
( 11,  13,   3)  21450
( 13,  11,   3)  21450
( 12,   2,   3)  14389
(  2,  12,   3)  14389
( 12,   9,   3)  10619
(  9,  12,   3)  10619
( 12,  10,   3)  10322
( 10,  12,   3)  10322
( 13,   2,   3)  21923
(  2,  13,   3)  21923
( 13,  11,   3)  21450
( 11,  13,   3)  21450
( 14,  48,   3)   4788
( 48,  14,   3)   4788
( 15,   3,   3)  14811
(  3,  15,   3)  14811
( 15,  27,   3)  13309
( 27,  15,   3)  13309
( 15,  28,   3)  28358
( 28,  15,   3)  28358
( 15,  48,   3)  13352
( 48,  15,   3)  13352
( 16,  53,   3)   3130
( 53,  16,   3)   3130
( 17,   1,   3)  10607
(  1,  17,   3)  10607
( 17,  18,   3)  23557
( 18,  17,   3)  23557
( 18,  17,   3)  23557
( 17,  18,   3)  23557
( 18,  34,   3)   7232
( 34,  18,   3)   7232
( 18,  52,   3)  14054
( 52,  18,   3)  14054
( 19,  21,   3)  15467
( 21,  19,   3)  15467
( 20,   2,   3)  37770
(  2,  20,   3)  37770
( 20,   5,   3)  20032
(  5,  20,   3)  20032
( 21,  19,   3)  15467
( 19,  21,   3)  15467
( 21,  56,   3)   6546
( 56,  21,   3)   6546
( 22,  55,   3)   6745
( 55,  22,   3)   6745
( 23,   5,   3)  21747
(  5,  23,   3)  21747
( 23,   6,   3)  26792
(  6,  23,   3)  26792
( 24,   6,   3)  11464
(  6,  24,   3)  11464
( 24,  58,   3)  26050
( 58,  24,   3)  26050
( 25,   5,   3)  33428
(  5,  25,   3)  33428
( 25,  59,   3)  37954
( 59,  25,   3)  37954
( 26,  46,   3)   2313
( 46,  26,   3)   2313
( 27,  15,   3)  13309
( 15,  27,   3)  13309
( 28,  15,   3)  28358
( 15,  28,   3)  28358
( 28,  47,   3)  14603
( 47,  28,   3)  14603
( 29,  51,   3)   4431
( 51,  29,   3)   4431
( 30,  50,   3)   3455
( 50,  30,   3)   3455
( 31,   2,   3)  10592
(  2,  31,   3)  10592
( 31,  32,   3)  15861
( 32,  31,   3)  15861
( 31,  37,   3)  21167
( 37,  31,   3)  21167
( 32,  31,   3)  15861
( 31,  32,   3)  15861
( 32,  49,   3)  15167
( 49,  32,   3)  15167
( 33,   3,   3)   6540
(  3,  33,   3)   6540
( 33,  35,   3)   8446
( 35,  33,   3)   8446
( 34,  18,   3)   7232
( 18,  34,   3)   7232
( 34,  36,   3)   9698
( 36,  34,   3)   9698
( 35,   4,   3)  14477
(  4,  35,   3)  14477
( 35,  33,   3)   8446
( 33,  35,   3)   8446
( 36,   4,   3)   8470
(  4,  36,   3)   8470
( 36,  34,   3)   9698
( 34,  36,   3)   9698
( 37,   6,   3)   9866
(  6,  37,   3)   9866
( 37,  31,   3)  21167
( 31,  37,   3)  21167
( 38,   4,   3)  12122
(  4,  38,   3)  12122
( 38,  42,   3)  28114
( 42,  38,   3)  28114
( 38,  57,   3)  23143
( 57,  38,   3)  23143
( 39,   7,   3)  17256
(  7,  39,   3)  17256
( 39,  54,   3)  10927
( 54,  39,   3)  10927
( 39,  58,   3)  39761
( 58,  39,   3)  39761
( 40,  57,   3)   3674
( 57,  40,   3)   3674
( 41,   7,   3)   3776
(  7,  41,   3)   3776
( 42,   7,   3)   6325
(  7,  42,   3)   6325
( 42,  38,   3)  28114
( 38,  42,   3)  28114
( 43,   7,   3)   5584
(  7,  43,   3)   5584
( 44,   7,   3)   3630
(  7,  44,   3)   3630
( 44,  45,   3)  28114
( 45,  44,   3)  28114
( 45,   8,   3)  33284
(  8,  45,   3)  33284
( 45,  44,   3)  28114
( 44,  45,   3)  28114
( 46,   9,   3)  34662
(  9,  46,   3)  34662
( 46,  26,   3)   2313
( 26,  46,   3)   2313
( 46,  47,   3)  31837
( 47,  46,   3)  31837
( 47,   1,   3)   9505
(  1,  47,   3)   9505
( 47,  28,   3)  14603
( 28,  47,   3)  14603
( 47,  46,   3)  31837
( 46,  47,   3)  31837
( 48,  14,   3)   4788
( 14,  48,   3)   4788
( 48,  15,   3)  13352
( 15,  48,   3)  13352
( 48,  49,   3)   2455
( 49,  48,   3)   2455
( 49,   3,   3)  18360
(  3,  49,   3)  18360
( 49,  32,   3)  15167
( 32,  49,   3)  15167
( 49,  48,   3)   2455
( 48,  49,   3)   2455
( 49,  50,   3)   3662
( 50,  49,   3)   3662
( 50,   2,   3)  15424
(  2,  50,   3)  15424
( 50,  30,   3)   3455
( 30,  50,   3)   3455
( 50,  49,   3)   3662
( 49,  50,   3)   3662
( 51,   1,   3)  22148
(  1,  51,   3)  22148
( 51,  29,   3)   4431
( 29,  51,   3)   4431
( 51,  52,   3)   7231
( 52,  51,   3)   7231
( 52,  18,   3)  14054
( 18,  52,   3)  14054
( 52,  51,   3)   7231
( 51,  52,   3)   7231
( 52,  53,   3)   4457
( 53,  52,   3)   4457
( 53,   3,   3)  16658
(  3,  53,   3)  16658
( 53,  16,   3)   3130
( 16,  53,   3)   3130
( 53,  52,   3)   4457
( 52,  53,   3)   4457
( 54,   4,   3)  13960
(  4,  54,   3)  13960
( 54,  39,   3)  10927
( 39,  54,   3)  10927
( 54,  55,   3)   2972
( 55,  54,   3)   2972
( 55,  22,   3)   6745
( 22,  55,   3)   6745
( 55,  54,   3)   2972
( 54,  55,   3)   2972
( 55,  56,   3)   6944
( 56,  55,   3)   6944
( 56,   6,   3)  14705
(  6,  56,   3)  14705
( 56,  21,   3)   6546
( 21,  56,   3)   6546
( 56,  55,   3)   6944
( 55,  56,   3)   6944
( 57,   7,   3)  10107
(  7,  57,   3)  10107
( 57,  38,   3)  23143
( 38,  57,   3)  23143
( 57,  40,   3)   3674
( 40,  57,   3)   3674
( 58,  24,   3)  26050
( 24,  58,   3)  26050
